id,Sentence,language,emotion
7874,ᱳᱣᱟᱣ ! ᱟᱢ ᱫᱚ ᱥᱮᱛᱟᱜ ᱨᱮ ᱢᱤᱫ ᱥᱤᱯᱷᱴ ᱨᱮᱢ ᱠᱟᱹᱢᱤ ᱠᱮᱫᱟ ᱟᱨ ᱟᱹᱭᱩᱵ ᱮᱴᱟᱜ ᱥᱤᱯᱷᱴ ᱨᱮᱢ ᱠᱟᱹᱢᱤ ᱠᱮᱫᱟ ! ᱟᱢ ᱫᱚ ᱪᱮᱫ ᱚᱠᱟ ᱚᱠᱛᱚᱦᱚᱸ ᱵᱟᱢ ᱡᱤᱨᱟᱹᱜᱼᱟ ?,Santali,surprise
2297,"ᱦᱚᱲ ᱠᱚ ᱤᱧ ᱤᱫᱤ ᱠᱟᱛᱮ ᱡᱟᱦᱟᱸ ᱪᱮᱫ ᱱᱟᱯᱟᱭ ᱠᱟᱛᱷᱟ ᱠᱚ ᱞᱟᱹᱭᱼᱟ, ᱚᱱᱟ ᱥᱟᱱᱟᱢᱟᱜ ᱱᱟᱯᱟᱭ ᱡᱤᱱᱤᱥ ᱟᱧᱡᱚᱢᱤᱧ ᱠᱩᱥᱤᱭᱟᱜᱼᱟ",Santali,happy
6791,ᱞᱟᱦᱟᱨᱮ ᱱᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱰᱷᱟᱹᱣ ᱟᱢᱟᱜ ᱫᱟᱨᱟᱭᱠᱟᱱ ᱨᱟᱯᱷᱴᱤᱝ ᱮᱰᱵᱷᱮᱧᱪᱟᱨ ᱠᱟᱹᱢᱤ ᱤᱫᱤ ᱠᱟᱛᱮᱜ ᱪᱤᱱᱛᱟᱹᱛᱮᱭ ᱯᱮᱨᱮᱡ ᱢᱮᱭᱟ ᱾,Santali,fear
7116,"ꯃꯁꯤꯒꯤ ꯑꯣꯟꯂꯥꯏꯟ ꯍꯦꯀꯔꯁꯤꯡ ꯑꯁꯤꯗ ꯁꯦꯜ ꯃꯥꯡꯈꯤꯕ ꯃꯤꯑꯣꯏ ꯄꯨꯝꯅꯃꯛꯀꯤꯗꯃꯛ, ꯃꯔꯨꯑꯣꯏꯅ ꯃꯤꯑꯣꯏ ꯑꯃ ꯃꯍꯥꯛꯀꯤ ꯃꯆꯥꯅꯨꯄꯤꯒꯤ ꯂꯨꯍꯣꯡꯕꯒꯤꯗꯃꯛꯇ ꯁꯦꯜ ꯇꯨꯡꯁꯤꯟꯈꯤꯕ ꯑꯗꯨꯒꯤꯗꯃꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯇꯕ ꯐꯥꯎꯏ꯫",Manipuri,sad
2923,ꯅꯨꯡꯗꯥꯡꯗ ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ ꯃꯐꯝ ꯑꯃ ꯐꯥꯎꯗꯨꯅ ꯑꯅꯧꯕ ꯔꯦꯁꯇꯣꯔꯦꯟꯠ ꯑꯗꯨꯗ ꯆꯠꯈꯤꯕ ꯃꯇꯝꯗ ꯑꯩ ꯀꯤꯕꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ ꯑꯃ ꯐꯥꯎꯈꯤ ꯫,Manipuri,fear
7511,یتھ دکانس چھےٚ واریاہ گرٕد تہٕ چھس واریاہ ووکھہ بدبو۔,Kashmiri,disgust
3783,ꯁꯤ. ꯑꯦꯁ. ꯀꯦ. ꯅ ꯃꯥꯏ ꯄꯥꯛꯈꯤꯕ ꯃꯇꯝꯗ ꯍꯪꯒꯥꯝꯄꯥꯜ ꯐꯤꯔꯣꯜ ꯁꯦꯠꯄ ꯑꯌꯦꯡꯕꯁꯤꯡꯅ ꯁ꯭ꯇꯦꯗꯤꯌꯝ ꯑꯗꯨꯗ ꯆꯣꯡꯈꯤ ꯫,Manipuri,happy
376,زنڈس منز اچانک ژوُرِ روُزِتھ مخلوُق سٕنزِ تیز ہِس آوازِ کھیووُس بہ وۄٹھ۔,Kashmiri,fear
8584,ییٚلہ خوفناک حسابُک استاد کلاسس منٛز ژاو پوٗرٕ کلاس گوو خاموش۔,Kashmiri,fear
5364,ᱤᱧ ᱞᱟᱹᱴᱩ ᱫᱳᱠᱟᱱ ᱨᱮ ᱤᱞᱮᱠᱴᱨᱚᱱᱤᱠᱥ ᱠᱤᱨᱤᱧ ᱵᱟᱹᱜᱤᱧ ᱨᱤᱠᱟᱹ ᱮᱫᱟ ᱚᱡᱮᱫᱚ ᱤᱧ ᱩᱱᱠᱚᱣᱟᱜ ᱥᱟᱨᱵᱷᱟᱨ ᱨᱮᱭᱟᱜ ᱜᱩᱱᱢᱟᱱᱤᱧ ᱵᱚᱛᱚᱨᱟᱜ ᱠᱟᱱᱟ ᱾,Santali,fear
590,ꯗꯨꯀꯥꯟ ꯐꯝꯕ ꯃꯤ ꯑꯗꯨꯅ ꯃꯍꯥꯛꯀꯤ ꯗꯨꯀꯥꯟ ꯑꯗꯨ ꯍꯨꯔꯥꯟꯂꯥꯝꯃꯦ ꯍꯥꯏꯕ ꯈꯪꯂꯛꯂꯕ ꯃꯇꯨꯡꯗ ꯃꯍꯥꯛ ꯌꯥꯝꯕ ꯁꯥꯎꯈꯤ ꯫,Manipuri,anger
4296,ᱱᱤᱨᱵᱷᱚᱭᱟ ᱵᱷᱚᱨᱚᱢ ᱱᱟᱥᱟᱣ ᱢᱟᱢᱞᱟ ᱫᱚ ᱱᱤᱛᱦᱚᱸ ᱤᱧ ᱢᱩᱫᱽᱨᱮ ᱫᱩᱠᱷ ᱨᱮᱭᱟᱜ ᱡᱟᱭᱜᱟ ᱾,Santali,sad
4513,ᱡᱮᱢᱥ ᱟᱜ ᱨᱟᱹᱥᱠᱟᱹ ᱫᱚ ᱟᱡᱟᱜ ᱠᱷᱩᱞᱟᱹᱢᱮᱞᱟ ᱞᱟᱸᱫᱟ ᱟᱨ ᱟᱡᱟᱜ ᱜᱟᱫᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱨᱟᱹᱥᱠᱟᱹᱣᱟᱱ ᱛᱤ ᱛᱷᱟᱭᱚ ᱛᱮᱜᱮ ᱯᱩᱥᱴᱟᱹᱣ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,Santali,happy
4001,ᱟᱢᱟᱜ ᱥᱟᱱᱟᱢ ᱞᱟᱹᱠᱛᱤ ᱢᱮᱴᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱟᱢᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱡᱚᱥ ᱦᱟᱢᱮᱴ ᱨᱮ ᱟᱢ ᱜᱚᱲᱚᱣᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱮ ᱟᱢ ᱯᱟᱥᱱᱟᱣᱟᱱ ᱮᱠᱟᱣᱩᱱᱴ ᱞᱮ ᱪᱟᱞ ᱫᱟᱲᱮᱭᱟᱜ ᱢᱮ ᱛᱮ ᱨᱟᱹᱥᱠᱟᱹᱞᱮ ᱟᱴᱠᱟᱨ ᱮᱫᱟ ᱾,Santali,happy
1408,بہٕ گوٚوس ناولِہ ہُند دویم حصہٕ وچھتھ خوش۔ پرنہٕ خٲطرٕ چھ یہ اکھ خوشی۔,Kashmiri,happy
9680,مےٚ اوس نہٕ سونچمت زِ ژٕ نِکھ یُتھ فٲصلہٕ یتھ منٛز ژٕ  پونسس دِکھ انسٲنیتس پیٹھ ترجیح، خاص کر ییلِہ انسٲنی زوون ہُند مسلہ اوس۔,Kashmiri,disgust
3960,یتھ پر کشش جایِہ پٮ۪ٹھ خریدارن باپت خدماتن ہنزکٔمی چھ مایوس کن۔,Kashmiri,disgust
1022,مےٚ کیاز آیہ فونس پیٹھ مسیج ز گیس ایجنسی کوٚر میون آرڈر رد؟,Kashmiri,surprise
1367,وارٕ پپیمتہ ٹماٹرٕچ سادٕگی  چھےٚ اصل لذت ۔,Kashmiri,happy
4984,راتھ كِیوٗتھ ژیرۍ ریلہِ سفرس دوران ، اچانک  اكِہ   وٲران علاقس منز غیر واضح سٹاپن كھوژنوونس بہٕ زِ بٗتھہِ كیاہ بٕنہِ ۔,Kashmiri,fear
3635,ایک خوفناک، خون ہوكھراون ویجینہِ چِكھ ، گیہ روتلِس ترِتھ ، ییمہِ مے٘ كھوژنہٕ تھرٕ تھرٕ ژٲنہِ ۔,Kashmiri,fear
6275,مےٚ چھ ڈر زِ ٹائٹینکس کن گژھن وول آب بردار جہاز ییہ نہٕ وۄنۍ کنہ تہ وقتہٕ لبنہٕ تکیٛاز امیک اییر ٹایم چھ مۄکلیٛومت،نفر دویم,Kashmiri,fear
997,ꯑꯩꯍꯥꯛꯅ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯕꯨ ꯑꯗꯨꯛ ꯊꯤꯅ ꯐꯠꯇꯅ ꯉꯥꯡꯂꯝꯃꯣꯏꯗꯕꯅꯤ ꯍꯥꯏꯅ ꯈꯜꯂꯤ  ꯫,Manipuri,sad
1219,بہٕ چھس یتھ ریسٹورینٹس منٛز قدم تھاونس واریاہ کھوژان۔ امیُک بنیٲدی ڈھانچہٕ تہٕ اتکۍ لکھ چھ خوفناک باسان۔,Kashmiri,fear
11151,بہ چھُس کھوژان زِ اتھ پیٹھ  میانہ کٲم کرِنہ سۭتۍ ما سپدِکھ ژٕ مایوس۔,Kashmiri,fear
10908,تم بجہ اکاونٹنسی کتابہٕ پرنک خیال کرۍ تھٕے ڈٔلۍ مےٚ ہوش ییلہ بہ کالجس منز داکلک درخاست بران اوسس۔,Kashmiri,fear
3034,بہٕ اوس أنٛدری اسان ییٚلہ نٔوس ریسٹورانٹس منٛز بحرٕ مےٚ میٛٲنۍ پسندیدٕ ضیافت ہٮ۪تھ سمکھٕنہ آو۔,Kashmiri,happy
5258,مےٚ چھ یہ ایپ ٹوٹھ تکیاز امہ سۭتۍ چھ میون مٲلی حساب آسان بنان۔,Kashmiri,happy
6543,مےٚ ٲس نہٕ زانٛہہ سوچمت ز کانٛہہ کر مرف چیلیج پورٕ مگر أکۍ نفرن مۄکلوو تمام مشکلات دور کٔرتھ وقتہٕ برٛونٛہٕے یہ۔,Kashmiri,surprise
5377,"ꯍꯣꯂꯤꯋꯨꯗꯀꯤ ꯃꯃꯤ ꯀꯨꯝꯍꯩ ""ꯑꯣꯄꯦꯟꯍꯥꯏꯃꯔ""ꯗ ꯚꯒꯋꯗ ꯒꯤꯇꯥꯒꯤ ꯃꯇꯥꯡꯗ ꯌꯥꯎꯕ ꯁꯤꯟ ꯑꯗꯨ ꯑꯩꯍꯥꯛ ꯌꯥꯝꯅ ꯁꯥꯎꯅꯤꯡꯢ꯫",Manipuri,anger
1068,ᱤᱧ ᱵᱟᱹᱧ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱫᱟᱲᱮᱭᱟᱜ ᱠᱟᱱᱟ ᱡᱮ ᱛᱮᱦᱮᱧ ᱫᱚ ᱫᱚᱠᱟᱱ ᱵᱚᱱᱫᱚ ᱜᱮᱭᱟ ! ᱛᱮᱦᱮᱧ ᱦᱚᱸ ᱪᱷᱩᱴᱤ ᱵᱟᱹᱱᱩᱜᱼᱟ ᱾,Santali,surprise
11718,میٲنس موبائل فونس سۭتۍ  گندٗن كر بنٛد۔۔ بہٕ چھٗس پنٗن فون بینکنگ باپت استعمال کران۔,Kashmiri,anger
6758,ꯃꯍꯥꯛꯀꯤ ꯀꯥꯡꯂꯨꯞꯅ ꯀꯝꯄꯅꯤꯒꯤ ꯂꯨꯆꯤꯡꯕꯁꯤꯡꯗ ꯄ꯭ꯔꯖꯦꯟꯇꯦꯁꯟ ꯑꯃ ꯄꯤꯕꯒꯤ ꯃꯇꯥꯡꯗ ꯐꯖꯅ ꯇꯧꯗꯕ ꯄ꯭ꯔꯣꯖꯦꯛꯀꯤ ꯔꯤꯄꯣꯔꯠ ꯑꯃ ꯄꯨꯊꯣꯛꯈꯤꯕꯗꯒꯤ ꯃꯦꯅꯦꯖꯔ ꯑꯗꯨ ꯃꯩ ꯍꯧꯈꯩ ꯁꯥꯎꯈꯤ ꯫,Manipuri,anger
4699,ᱤᱧ ᱱᱚᱣᱟ ᱦᱚᱛᱮᱛᱮᱧ ᱟᱹᱲᱤᱥ ᱟᱠᱟᱱᱟ ᱡᱮ ᱴᱤᱵᱷᱤ ᱪᱮᱱᱮᱞ ᱠᱚ ᱟᱵᱚ ᱵᱮᱲᱦᱟᱭᱛᱮ ᱜᱷᱚᱴᱟᱜ ᱠᱟ ᱵᱷᱟᱜᱮ ᱡᱤᱱᱤᱥ ᱠᱚ ᱩᱫᱩᱜ ᱵᱟᱝ ᱠᱟᱛᱮᱜ ᱥᱩᱢᱩᱝ ᱵᱟᱹᱲᱤᱡᱟᱱ ᱠᱷᱚᱵᱚᱨ ᱠᱚᱨᱮ ᱱᱚᱡᱚᱨᱮ ᱮᱢ ᱮᱫᱟ ᱾,Santali,anger
4390,ꯁꯤꯛꯀꯤꯝꯗ ꯂꯩꯕ ꯃꯐꯝ ꯑꯗꯨꯒꯤ ꯃꯤꯌꯥꯝꯅ ꯄꯨꯛꯅꯤꯡ ꯅꯨꯉꯉꯥꯏꯍꯟꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ ꯃꯤꯊꯨꯡꯁꯤꯡꯕꯨ ꯇꯔꯥꯝꯅ ꯇꯧꯕꯤꯕ ꯑꯗꯨ ꯇꯁꯦꯡꯅ ꯑꯉꯛꯄ ꯑꯣꯏꯈꯤ꯫,Manipuri,surprise
9266,ᱤᱧ ᱫᱚ ᱵᱟᱹᱧ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱫᱟᱲᱮᱭᱟᱜ ᱠᱟᱱᱟ ᱡᱮ ᱟᱢ ᱚᱱᱟ ᱵᱟᱹᱲᱤᱡ ᱟᱠᱟᱱ ᱡᱚᱢᱟᱜ ᱮᱢ ᱡᱚᱢ ᱟᱠᱟᱫᱟ ᱾ ᱪᱷᱤ !,Santali,disgust
8091,ꯃꯟꯗꯞ ꯈꯟꯕꯤꯌꯨ ꯍꯥꯏꯅ ꯂꯥꯛꯄ ꯀ꯭ꯂꯥꯌꯦꯟꯠꯅ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅ ꯑꯩꯈꯣꯏꯅ ꯌꯥꯝꯅ ꯆꯥꯎꯈꯠꯂꯛꯄꯁꯤꯅ ꯑꯩꯍꯥꯛ ꯅꯨꯡꯉꯥꯏꯖꯕ ꯐꯥꯎꯋꯤ ꯫,Manipuri,happy
8857,ꯅꯩꯔꯦ! ꯉꯁꯤ ꯐꯥꯎꯕꯗ ꯑꯩ ꯑꯦꯌꯔꯄꯣꯔꯠꯇꯒꯤ ꯑꯩꯒꯤ ꯌꯨꯝ ꯐꯥꯎꯕ ꯃꯤꯅꯤꯠ ꯀꯨꯟꯊ꯭ꯔꯥꯒꯤ ꯃꯅꯨꯡꯗ ꯌꯨꯝ ꯌꯧꯕ ꯌꯥꯏ ꯍꯥꯏꯕ ꯈꯪꯂꯨꯗꯦ꯫,Manipuri,surprise
1782,ڈینس نین زنگن نٹییہ ییٚلہ سہ ہتھَ میٹر کِس مشکل سپرنٹس خٲطرٕ لٲنہ منٛز کھڑا اوس,Kashmiri,fear
11193,بہٕ چھس سانہ کالج کہ شیٚن ریتن تام کھلنس منز تاخیر چہ خبر سۭتۍ پریشان۔,Kashmiri,surprise
7568,ꯑꯩꯉꯣꯟꯗ ꯁꯦꯜ ꯄꯤꯒꯅꯤ ꯍꯥꯏꯅ ꯊꯥꯖꯕ ꯄꯤꯔꯤꯕ ꯑꯣꯟꯂꯥꯏꯟ ꯂꯤꯡꯛꯁꯤꯡꯗ ꯊꯥ ꯑꯍꯨꯝꯒꯤ ꯃꯃꯥꯡꯗꯒꯤ ꯑꯩꯅ ꯅꯝꯕ ꯂꯦꯞꯂꯦ ꯍꯥꯏꯕꯁꯤ ꯅꯪ ꯈꯪꯗ꯭ꯔꯕꯔꯥ?,Manipuri,surprise
4360,ᱟᱹᱰᱤ ᱫᱟᱹᱨᱭᱟᱹ ᱛᱩᱥᱟᱨᱼᱡᱟᱹᱲᱤ ᱦᱩᱭ ᱞᱮᱱᱠᱷᱟᱱ ᱛᱟᱞᱟ ᱧᱤᱫᱟᱹ ᱢᱤᱫᱴᱟᱝ ᱦᱩᱰᱤᱧ ᱥᱟᱦᱟᱨ ᱨᱮ ᱯᱟᱵᱽᱞᱤᱠ ᱴᱨᱟᱱᱥᱯᱳᱨᱴ ᱨᱮ ᱤᱫᱤ ᱮ ᱨᱮᱭᱟᱜ ᱫᱷᱟᱨᱚᱱᱟ ᱵᱟᱨᱮᱛᱮ ᱤᱧ ᱵᱷᱟᱜᱮ ᱵᱟᱹᱧ ᱵᱩᱡᱷᱼᱟ ᱾,Santali,fear
602,خوفناك مكانس منز ، بامبروونس نس بہٕ زر پاون واجِنہِ ژھۄپہِ ۔,Kashmiri,fear
7961,ᱤᱧ ᱦᱟᱦᱟᱲᱟ ᱩᱛᱟᱹᱨ ᱞᱤᱱᱟᱹᱧ ᱡᱮ ᱦᱟᱵᱚᱞ ᱴᱮᱞᱤᱥᱠᱳᱯ ᱱᱩᱱᱟᱹᱜ ᱥᱟᱺᱜᱤᱧ ᱨᱮ ᱜᱮᱞᱟᱠᱥᱤ ᱨᱮᱭᱟᱜ ᱪᱤᱛᱟᱨᱮ ᱛᱩᱞᱟᱹᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱮ ᱟᱵᱚ ᱚᱸᱰᱮ ᱥᱮᱱ ᱨᱮᱭᱟᱜ ᱠᱩᱠᱢᱩ ᱦᱚᱸ ᱵᱟᱝ ᱵᱚᱱ ᱧᱮᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾,Santali,surprise
253,ꯍꯧꯖꯤꯛ ꯑꯩꯈꯣꯏꯅ ꯈꯪꯅꯔꯤꯕ ꯃꯥꯂꯦꯝ ꯑꯁꯤ ꯃꯁꯤꯡ ꯊꯤꯉꯝꯗ꯭ꯔꯕ ꯃꯤꯔꯣꯜ ꯀꯌꯥꯒꯤ ꯂꯦꯝꯍꯧꯈꯥꯛꯁꯤꯡꯒꯤ ꯃꯊꯛꯇ ꯁꯥꯈꯤꯕꯅꯤ ꯍꯥꯏꯕꯁꯤ ꯈꯪꯂꯛꯄ ꯑꯁꯤ ꯅꯣꯜꯂꯨꯛꯅꯍꯜꯂꯤ꯫,Manipuri,fear
10980,میٲنہِ درخاست لگاتار رد کرنہٕ سۭتہِ چھٗ نوکری خٲطرٕ میٛون جوش کم گژھان۔,Kashmiri,sad
4075,تۄہہٕ كورووس بہ  میٲنس پسندیدٕ مصنف سٕنٛزٕ کتابہٕ تحفس منٛز دتھ كو٘ل۔,Kashmiri,surprise
10474,ᱟᱢ ᱛᱷᱟᱹᱨᱤ ᱨᱮ ᱟᱹᱰᱤ ᱰᱷᱮᱨ ᱢᱟᱹᱨᱤᱪ ᱜᱩᱰᱟᱹᱢ ᱮᱢ ᱟᱠᱟᱫᱟ ᱟᱨ ᱤᱧᱟᱹᱜ ᱢᱟᱭᱟᱢ ᱯᱮᱥᱟᱨ ᱮᱢ ᱵᱟᱹᱲᱛᱤ ᱟᱠᱟᱫᱟ ᱾,Santali,anger
529,بہٕ چھس سیریز ہُند بیاکھ حصہٕ پرُن شروع کرنہٕ خٲطرٕ واریاہ خوش تہٕ پُرجوش۔,Kashmiri,happy
4616,مےٚ چھےٚ صرف یہ فکر ز سٲنؠو کوششو باووٚجوٗد تہ ہیٚکہ میٲنس پالتو جانور سٕندۍ حملہٕ جٲری روزتھ۔,Kashmiri,fear
3357,ᱤᱧ ᱥᱚᱛ ᱚᱴᱚ ᱰᱨᱟᱭᱵᱷᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱵᱚᱛᱚᱨᱤᱧ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ ᱡᱮ ᱟᱡᱨᱮᱱ ᱥᱟᱸᱜᱷᱟᱨᱤᱭᱟᱹ ᱠᱚ ᱫᱟᱨᱟᱭᱛᱮ ᱪᱷᱤᱱᱛᱟᱹᱭ ᱦᱩᱭ ᱞᱮᱱᱟ ᱡᱚᱠᱷᱮᱡ ᱩᱱᱠᱩ ᱵᱤᱱ ᱜᱚᱱᱚᱝᱛᱮ ᱜᱚᱲᱚ ᱨᱮᱭᱟᱜᱼᱮ ᱜᱚᱴᱟ ᱟᱠᱟᱫᱟ ᱾,Santali,sad
2004,انڈسٹری لوٚگ  صدمہ ییلِہ کمپنی ہُند سی ایی اٗو سسٹم منٛز نیبر کڈنہٕ آو تہٕ آو راتو رات نیرنہٕ خٲطرٕ  آومجبور کرنہٕ,Kashmiri,surprise
5592,ومبلڈن فاینلس منٛز پننِہ زینن والِہ شاٹہٕ سۭتۍ حوصلہٕ افزا گژھتھ، راجر فیڈرر گوو پننِہ فیملی نال موٚت کرنِہ سٹینڈَن منٛز دٲخل۔,Kashmiri,happy
10939,ꯏꯀꯨꯏ ꯀꯨꯏꯗꯅ ꯀꯣꯕꯤꯗ ꯅꯥꯢꯟꯇꯤꯟꯒꯤ ꯀꯦꯁꯁꯤꯡ ꯍꯦꯟꯒꯠꯂꯛꯄ ꯑꯁꯤꯅ ꯑꯍꯜ ꯑꯣꯏꯔꯕ ꯃꯤꯁꯤꯡꯕꯨ ꯀꯤꯍꯟꯗꯨꯅ ꯌꯨꯝꯗ ꯃꯇꯝ ꯁꯥꯡꯅ ꯂꯩꯍꯜꯂꯤ꯫,Manipuri,fear
2717,"ꯑꯩꯍꯥꯛꯀꯤ ꯑꯦꯀꯥꯎꯟꯠ ꯑꯗꯨ ꯍꯧꯖꯤꯛꯃꯛ ꯀ꯭ꯂꯣꯁ ꯇꯧ, ꯅꯠꯇ꯭ꯔꯕꯗꯤ ꯑꯩꯍꯥꯛꯅ ꯈ꯭ꯋꯥꯏꯗꯒꯤ ꯆꯥꯎꯕ ꯊꯧꯗꯥꯡꯂꯣꯏꯒꯤ ꯃꯅꯥꯛꯇ ꯑꯩꯍꯥꯛꯀꯤ ꯁꯥꯎꯅꯤꯡꯕꯁꯤꯡ ꯑꯁꯤ ꯇꯝꯃꯨꯔꯅꯤ ꯫",Manipuri,anger
1721,ꯌꯨ. ꯑꯦꯁ. ꯗ ꯆꯠꯅꯕꯒꯤ ꯑꯌꯥꯕ ꯌꯥꯎꯗꯕꯅ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅ ꯗꯨꯕꯥꯏꯗ ꯑꯩꯒꯤ ꯏꯆꯥꯅꯨꯄꯥꯒꯤ ꯕꯣꯔꯗꯤꯡ ꯄꯥꯁ ꯑꯗꯨ ꯄꯤꯈꯤꯗꯕ ꯃꯇꯝꯗꯨꯗ ꯑꯩ ꯉꯛꯈꯤ꯫,Manipuri,surprise
2909,کنہ ساتہٕ چھس بہ کھوژان ییٚلہ بہٕ تمن تمام چیزن متعلق سوچان چھس یم مےٚ کامہ پیٹھ تہٕ گرس منز سمبالٕنۍ چھ پیوان۔,Kashmiri,fear
2137,ᱤᱧ ᱵᱟᱹᱧ ᱵᱩᱡᱷ ᱫᱟᱲᱮᱭᱟᱜ ᱠᱟᱱᱟ ᱡᱮ ᱯᱟᱥᱳᱣᱟᱨᱰ ᱢᱮᱹᱱᱮᱡᱟᱨ ᱤᱧᱟᱹᱜ ᱥᱟᱱᱟᱢ ᱯᱟᱥᱳᱣᱟᱨᱰ ᱡᱚᱜᱟᱣ ᱫᱚᱦᱚ ᱟᱠᱟᱫᱟ ᱾ ᱪᱮᱫ ᱱᱤᱨᱟᱹᱭ !,Santali,surprise
4630,زنجیرن ہٗند نا قٲبل بیان شرۄنۍ شرونۍ چھٗ ہٹِس تل شاہ بند كران ، خوفہٕ سٕتۍ آوران ۔,Kashmiri,fear
1272,ᱤᱧ ᱢᱤᱥᱚᱨᱤᱭᱚ ᱢᱚᱢᱤ ᱠᱚ ᱪᱮᱛᱟᱱ ᱢᱤᱫᱴᱟᱝ ᱯᱨᱳᱜᱨᱟᱢᱤᱧ ᱧᱮᱞᱮᱫ ᱛᱟᱦᱮᱸᱫ ᱟᱨ ᱜᱤᱛᱤᱞ ᱞᱟᱛᱟᱨ ᱨᱮ ᱥᱳᱱᱟᱛᱮ ᱯᱚᱴᱚᱢ ᱟᱠᱟᱱ ᱢᱩᱴᱷᱟᱹᱱ ᱠᱚ ᱨᱮᱭᱟᱜ ᱥᱤᱨᱡᱚᱱ ᱧᱮᱞᱛᱮᱧ ᱨᱳᱢᱟᱧᱪᱤᱛᱚ ᱞᱮᱱᱟ ᱾,Santali,happy
7371,ꯃꯁꯤꯒꯤ ꯇ꯭ꯔꯥꯟꯁꯐꯔ ꯑꯁꯤ ꯑꯩꯅ ꯑꯌꯥꯕ ꯄꯤꯈꯤꯗꯦ꯫ ꯑꯩꯒꯤ ꯕꯦꯡ꯭ꯛ ꯑꯦꯀꯥꯎꯟꯠ ꯑꯁꯤ ꯀꯝꯄ꯭ꯔꯣꯃꯥꯏꯁ ꯇꯧꯔꯕ꯭ꯔꯥ?,Manipuri,fear
11468,"ꯐ꯭ꯔꯤꯖꯔ ꯃꯅꯨꯡꯗ ꯎꯟ ꯌꯥꯝꯅ ꯄꯩꯒꯠꯂꯛꯄ ꯑꯃꯁꯨꯡ ꯐ꯭ꯔꯤꯗ꯭ꯖꯀꯤ ꯑꯀꯣꯏꯕꯗ ꯏꯁꯤꯡ ꯇꯨꯡꯁꯤꯟꯗꯨꯅ ꯂꯩꯕ ꯎꯕꯗ ꯑꯩꯉꯣꯟꯗ ꯅꯨꯡꯅꯥꯡꯕ ꯄꯣꯛꯍꯜꯂꯤ, ꯃꯁꯤ ꯈꯨꯗꯣꯡꯊꯤꯔꯣꯏꯗ꯭ꯔꯥ ꯍꯥꯏꯕ ꯑꯩꯍꯥꯛ ꯆꯞ ꯆꯥꯅ ꯈꯪꯗ꯭ꯔꯦ ꯫",Manipuri,fear
6357,بہٕ گٔیوس پاگل ییٚلہ مےٚ سایبر سیکیورٹی ہٕنٛز خلاف ورزی سۭتۍ پنٛنہ عیالٕکۍ فوٹو رٲوۍ تہٕ مےٚ چھےٚ امید ز بہٕ رٹن سہ نفر ییٚمۍ یہ کوٚر۔,Kashmiri,anger
1741,بہٕ چھس پنٛنہ ہمسایہٕ گٔری منٛز کم آمدنی والین عیالن خٲطرٕ سستہٕ رہٲیشی آپشنن ہنٛز کمی سۭتۍ واریاہ مایوس۔,Kashmiri,anger
8388,ꯑꯩꯈꯣꯏꯅ ꯁ꯭ꯔꯤꯅꯒꯔꯗ ꯆꯠꯄ ꯃꯇꯝꯗ ꯏꯪ ꯏꯪ ꯂꯥꯎꯕ ꯁꯦꯡꯂꯕ ꯅꯨꯡꯁꯤꯠ ꯐꯪꯈꯤ ꯑꯃꯁꯨꯡ ꯄꯨꯛꯅꯤꯡ ꯍꯛꯆꯥꯡ ꯇꯦꯛꯈꯠꯄ ꯐꯥꯎꯈꯤ ꯫,Manipuri,happy
6773,ꯅꯪꯅ ꯊꯕꯛꯇꯒꯤ ꯅꯥꯟꯊꯣꯛꯇꯨꯅ ꯅꯪꯒꯤ ꯇꯤꯝꯒꯤ ꯃꯤꯁꯤꯡꯗ ꯄꯣꯠꯂꯨꯝ ꯍꯥꯞꯄ ꯑꯗꯨꯒꯤ ꯃꯔꯝꯁꯤꯡ ꯑꯗꯨ ꯑꯩ ꯂꯧꯕ ꯌꯥꯕ ꯂꯧꯈ꯭ꯔꯦ꯫,Manipuri,anger
